acc_timestamp_usec,acc_x,acc_y,acc_z,gyro_timestamp_usec,gyro_x,gyro_y,gyro_z
2970144,0.038919,-0.00483997,-9.73803,2970144,0.00136856,0.0102391,0.00551405
2970744,0.0957774,0.00461422,-9.77639,2970744,0.000181397,0.0102397,0.00855312
2971355,0.0817204,-0.0238962,-9.79538,2971355,-0.00165387,0.00902239,0.00670775
2971966,0.0723572,-0.0429042,-9.80962,2971966,0.000761708,0.0084143,0.00550841
2972566,0.086486,-0.00965241,-9.80491,2972566,-0.00168547,0.00598031,0.0030477
2973177,0.0533365,-0.0191282,-9.78571,2973177,-0.00343755,0.00719856,0.0109609
2973788,0.0674973,-0.004882,-9.78577,2973788,-0.00225039,0.00719796,0.00792185
2974388,0.0675579,0.028363,-9.80003,2974388,0.00141522,0.0108488,0.0110031
2975000,0.081762,-0.00489993,-9.80489,2975000,-0.0016587,0.0108469,0.00609837
2975611,0.0721024,-0.0191203,-9.76201,2975611,-0.00163353,0.0071984,0.00914673
2976211,0.0485634,-0.0143696,-9.77616,2976211,-0.00287781,0.00598075,0.0054769
2976822,0.0721723,-0.0096283,-9.77628,2976822,-0.00161802,0.0071989,0.0109763
2977433,0.0674747,-0.00962953,-9.78102,2977433,-0.00285713,0.00598141,0.00791638
2978044,0.0533365,-0.0191282,-9.78571,2978044,-0.000446944,0.00415672,0.00610684
2978644,0.0436582,0.0141575,-9.7428,2978644,0.000165198,0.00658987,0.00672251
2979255,0.0388869,0.0141656,-9.73325,2979255,-0.0016333,0.00841484,0.00914706
2979866,0.0720608,-0.0381165,-9.7525,2979866,-0.000451084,0.00963051,0.00549846
2980466,0.0957377,-0.0191327,-9.76689,2980466,-0.00105288,0.00719769,0.00610252
2981077,0.114649,-0.0143926,-9.77174,2981077,0.00193278,0.00537212,0.000638902
2981688,0.105144,0.014121,-9.76215,2981688,-0.000462571,0.003548,0.00427706
2982288,0.0203044,0.0473872,-9.79502,2982288,0.000149913,0.0078058,0.00489323
2982900,0.0581003,-0.000133837,-9.79524,2982900,-0.00165927,0.00780579,0.00609755
2983511,0.0959095,-0.0191543,-9.80021,2983511,-0.000414886,0.00963167,0.00976756
2984111,0.0534517,-0.000141235,-9.8095,2984111,-0.00286184,0.00841411,0.00730717
2984722,0.0391268,0.0283865,-9.78084,2984722,-0.00104277,0.00598159,0.00732193
2985333,0.034414,0.00463535,-9.78084,2985333,-0.00108908,0.00719653,0.00183343
2985944,0.0345706,-0.0191362,-9.80941,2985944,-0.00221982,0.00476609,0.0115804
2986544,0.0440245,0.0188619,-9.8142,2986544,-0.00107357,0.00719703,0.00366304
2987155,0.048656,-0.000130113,-9.79519,2987155,0.00137856,0.00841475,0.0067333
2987755,0.0342665,-0.057101,-9.74755,2987755,0.000710454,0.0108455,-0.000589639
2988366,0.0153024,-0.0523337,-9.73317,2988366,-0.00160147,0.0126734,0.0128075
2988977,0.0247752,-8.68514e-05,-9.74271,2988977,-0.000456598,0.00780569,0.00488809
2989577,0.0579436,0.0236377,-9.76666,2989577,0.00141442,0.00659126,0.0110019
2990188,0.072414,-0.000157943,-9.82388,2990188,0.00074091,0.00780542,0.00306876
2990800,0.067552,-0.01914,-9.7953,2990800,0.00137339,0.00841458,0.00612343
2991411,0.0343876,0.00938904,-9.77607,2991411,-0.000476595,0.0114543,0.0024496
2992011,0.020325,-0.00486955,-9.79505,2992011,-0.0022189,0.00963182,0.0115817
2992622,0.0343214,-0.00960414,-9.7618,2992622,-0.00228681,0.00598036,0.00365242
2993233,0.0577982,0.0189056,-9.73811,2993233,-0.0022559,0.00537314,0.00731148
2993833,0.0484143,-0.00960047,-9.7476,2993833,0.000772052,0.00841463,0.00672815
2994444,0.048537,-0.0096159,-9.7714,2994444,0.000745622,0.00537272,0.00367797
2995055,0.0628357,0.0283649,-9.80001,2995055,0.00195358,0.005981,0.00307855
2995655,0.0674936,0.00461922,-9.78577,2995655,0.00195381,0.00719743,0.00307888
2996266,0.0721005,-0.0143697,-9.762,2996266,0.000813421,0.00841596,0.0116071
2996877,0.0628357,0.0283649,-9.80001,2996877,0.000746194,0.0084138,0.0036788
2997477,0.0393307,0.0093594,-9.81894,2997477,0.000202313,0.0114568,0.0109929
2998088,0.0156103,-0.0238701,-9.79504,2998088,-0.000497509,0.0102372,9.78447e-06
2998700,0.0249828,-0.0286152,-9.78081,2998700,0.000786992,0.00537404,0.00855694
2999300,0.0580662,-0.0381326,-9.78575,2999300,0.000128884,0.00598049,0.00245325
2999911,0.062879,-0.0191443,-9.8048,2999911,-0.000400402,0.00415821,0.0115957
3000522,0.0297428,-0.000119578,-9.79034,3000522,0.000128655,0.00476406,0.00245292
3001133,0.0155273,-0.000107817,-9.78074,3001133,0.00145039,0.00537598,0.0152707
3001733,0.0110469,0.00936441,-9.82831,3001733,0.000170369,0.00659003,0.00733238
3002344,0.0110034,-0.00488126,-9.8188,3002344,0.000207139,0.00963228,0.0116023
3002955,0.0342969,-0.00960106,-9.75704,3002955,0.000751711,0.0102386,0.00428917
3003555,0.0625353,-0.0191011,-9.73816,3003555,-0.00222384,0.0108481,0.0109722
3004166,0.0767962,-0.00961782,-9.75726,3004166,0.000159796,0.00537327,0.00611231
3004777,0.0533517,0.00462172,-9.79045,3004777,0.000185424,0.00415766,0.00916134
3005377,0.0581928,0.0141057,-9.81427,3005377,0.00135696,0.00354835,0.00429249
3005988,0.0816205,0.0426216,-9.78105,3005988,0.00136742,0.00415689,0.0055124
3006588,0.071874,-9.00421e-05,-9.71915,3006588,0.000185996,0.00719875,0.00916216
3007200,0.0624881,-0.0238456,-9.72864,3007200,0.000771822,0.0071982,0.00672782
